Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (dBm)
4389, 2/9/2023, 11:34:58.134,#NAME?
4390, 2/9/2023, 11:34:58.258,NaN
4391, 2/9/2023, 11:34:58.382,NaN
4392, 2/9/2023, 11:34:58.508,NaN
4393, 2/9/2023, 11:34:58.632,NaN
4394, 2/9/2023, 11:34:58.757,NaN
4395, 2/9/2023, 11:34:58.881,#NAME?
4396, 2/9/2023, 11:34:58.914,NaN
4397, 2/9/2023, 11:34:58.949,NaN
4398, 2/9/2023, 11:34:58.985,NaN
4399, 2/9/2023, 11:34:59.020,NaN
4400, 2/9/2023, 11:34:59.147,NaN
4401, 2/9/2023, 11:34:59.271,NaN
4402, 2/9/2023, 11:34:59.395,-83.639
4403, 2/9/2023, 11:34:59.518,NaN
4404, 2/9/2023, 11:34:59.642,NaN
4405, 2/9/2023, 11:34:59.768,-83.639
4406, 2/9/2023, 11:34:59.893,#NAME?
4407, 2/9/2023, 11:34:59.926,NaN
4408, 2/9/2023, 11:34:59.966,NaN
4409, 2/9/2023, 11:35:00.001,NaN
4410, 2/9/2023, 11:35:00.128,NaN
4411, 2/9/2023, 11:35:00.255,NaN
4412, 2/9/2023, 11:35:00.379,NaN
4413, 2/9/2023, 11:35:00.505,-79.141
4414, 2/9/2023, 11:35:00.630,NaN
4415, 2/9/2023, 11:35:00.755,NaN
4416, 2/9/2023, 11:35:00.879,NaN
4417, 2/9/2023, 11:35:00.912,NaN
4418, 2/9/2023, 11:35:00.946,NaN
4419, 2/9/2023, 11:35:00.983,NaN
4420, 2/9/2023, 11:35:01.021,NaN
4421, 2/9/2023, 11:35:01.147,-83.639
4422, 2/9/2023, 11:35:01.271,NaN
4423, 2/9/2023, 11:35:01.398,NaN
4424, 2/9/2023, 11:35:01.522,NaN
4425, 2/9/2023, 11:35:01.647,NaN
4426, 2/9/2023, 11:35:01.772,NaN
4427, 2/9/2023, 11:35:01.898,NaN
4428, 2/9/2023, 11:35:01.931,NaN
4429, 2/9/2023, 11:35:01.967,NaN
4430, 2/9/2023, 11:35:02.003,NaN
4431, 2/9/2023, 11:35:02.129,NaN
4432, 2/9/2023, 11:35:02.256,NaN
4433, 2/9/2023, 11:35:02.380,NaN
4434, 2/9/2023, 11:35:02.505,NaN
4435, 2/9/2023, 11:35:02.629,NaN
4436, 2/9/2023, 11:35:02.755,#NAME?
4437, 2/9/2023, 11:35:02.880,NaN
4438, 2/9/2023, 11:35:02.912,NaN
4439, 2/9/2023, 11:35:02.947,NaN
4440, 2/9/2023, 11:35:02.983,NaN
4441, 2/9/2023, 11:35:03.019,NaN
4442, 2/9/2023, 11:35:03.145,NaN
4443, 2/9/2023, 11:35:03.269,NaN
4444, 2/9/2023, 11:35:03.393,NaN
4445, 2/9/2023, 11:35:03.518,#NAME?
4446, 2/9/2023, 11:35:03.643,NaN
4447, 2/9/2023, 11:35:03.765,NaN
4448, 2/9/2023, 11:35:03.891,NaN
4449, 2/9/2023, 11:35:03.923,NaN
4450, 2/9/2023, 11:35:03.960,NaN
4451, 2/9/2023, 11:35:04.000,NaN
4452, 2/9/2023, 11:35:04.126,NaN
4453, 2/9/2023, 11:35:04.249,NaN
4454, 2/9/2023, 11:35:04.374,#NAME?
4455, 2/9/2023, 11:35:04.501,NaN
4456, 2/9/2023, 11:35:04.624,NaN
4457, 2/9/2023, 11:35:04.747,NaN
4458, 2/9/2023, 11:35:04.870,NaN
4459, 2/9/2023, 11:35:04.906,-79.141
4460, 2/9/2023, 11:35:04.941,NaN
4461, 2/9/2023, 11:35:04.978,NaN
4462, 2/9/2023, 11:35:05.013,NaN
4463, 2/9/2023, 11:35:05.139,NaN
4464, 2/9/2023, 11:35:05.263,NaN
4465, 2/9/2023, 11:35:05.386,NaN
4466, 2/9/2023, 11:35:05.511,NaN
4467, 2/9/2023, 11:35:05.635,NaN
4468, 2/9/2023, 11:35:05.760,-83.639
4469, 2/9/2023, 11:35:05.885,NaN
4470, 2/9/2023, 11:35:05.921,NaN
4471, 2/9/2023, 11:35:05.955,NaN
4472, 2/9/2023, 11:35:05.989,NaN
4473, 2/9/2023, 11:35:06.027,NaN
4474, 2/9/2023, 11:35:06.154,NaN
4475, 2/9/2023, 11:35:06.279,NaN
4476, 2/9/2023, 11:35:06.403,-79.141
4477, 2/9/2023, 11:35:06.527,NaN
4478, 2/9/2023, 11:35:06.652,NaN
4479, 2/9/2023, 11:35:06.777,NaN
4480, 2/9/2023, 11:35:06.904,NaN
4481, 2/9/2023, 11:35:06.937,NaN
4482, 2/9/2023, 11:35:06.973,NaN
4483, 2/9/2023, 11:35:07.010,NaN
4484, 2/9/2023, 11:35:07.136,NaN
4485, 2/9/2023, 11:35:07.263,NaN
4486, 2/9/2023, 11:35:07.391,NaN
4487, 2/9/2023, 11:35:07.515,NaN
4488, 2/9/2023, 11:35:07.639,NaN
4489, 2/9/2023, 11:35:07.763,NaN
4490, 2/9/2023, 11:35:07.887,-83.639
4491, 2/9/2023, 11:35:07.920,NaN
4492, 2/9/2023, 11:35:07.955,NaN
4493, 2/9/2023, 11:35:07.992,NaN
4494, 2/9/2023, 11:35:08.025,NaN
4495, 2/9/2023, 11:35:08.154,NaN
4496, 2/9/2023, 11:35:08.279,NaN
4497, 2/9/2023, 11:35:08.408,NaN
4498, 2/9/2023, 11:35:08.532,NaN
4499, 2/9/2023, 11:35:08.657,NaN
4500, 2/9/2023, 11:35:08.780,NaN
4501, 2/9/2023, 11:35:08.909,NaN
4502, 2/9/2023, 11:35:08.941,NaN
4503, 2/9/2023, 11:35:08.980,NaN
4504, 2/9/2023, 11:35:09.017,NaN
4505, 2/9/2023, 11:35:09.144,NaN
4506, 2/9/2023, 11:35:09.269,#NAME?
4507, 2/9/2023, 11:35:09.394,NaN
4508, 2/9/2023, 11:35:09.518,NaN
4509, 2/9/2023, 11:35:09.645,NaN
4510, 2/9/2023, 11:35:09.769,NaN
4511, 2/9/2023, 11:35:09.894,NaN
4512, 2/9/2023, 11:35:09.927,NaN
4513, 2/9/2023, 11:35:09.964,NaN
4514, 2/9/2023, 11:35:09.998,NaN
4515, 2/9/2023, 11:35:10.036,NaN
4516, 2/9/2023, 11:35:10.163,#NAME?
4517, 2/9/2023, 11:35:10.288,NaN
4518, 2/9/2023, 11:35:10.411,NaN
4519, 2/9/2023, 11:35:10.538,-79.141
4520, 2/9/2023, 11:35:10.662,NaN
4521, 2/9/2023, 11:35:10.786,NaN
4522, 2/9/2023, 11:35:10.910,NaN
4523, 2/9/2023, 11:35:10.943,NaN
4524, 2/9/2023, 11:35:10.979,NaN
4525, 2/9/2023, 11:35:11.014,NaN
4526, 2/9/2023, 11:35:11.140,NaN
4527, 2/9/2023, 11:35:11.265,NaN
4528, 2/9/2023, 11:35:11.389,NaN
4529, 2/9/2023, 11:35:11.513,-79.591
4530, 2/9/2023, 11:35:11.638,NaN
4531, 2/9/2023, 11:35:11.762,NaN
4532, 2/9/2023, 11:35:11.887,NaN
4533, 2/9/2023, 11:35:11.923,NaN
4534, 2/9/2023, 11:35:11.959,NaN
4535, 2/9/2023, 11:35:11.999,NaN
4536, 2/9/2023, 11:35:12.037,NaN
4537, 2/9/2023, 11:35:12.163,NaN
4538, 2/9/2023, 11:35:12.288,NaN
4539, 2/9/2023, 11:35:12.413,NaN
4540, 2/9/2023, 11:35:12.536,NaN
4541, 2/9/2023, 11:35:12.661,-83.639
4542, 2/9/2023, 11:35:12.784,NaN
4543, 2/9/2023, 11:35:12.909,NaN
4544, 2/9/2023, 11:35:12.942,NaN
4545, 2/9/2023, 11:35:12.980,NaN
4546, 2/9/2023, 11:35:13.016,NaN
4547, 2/9/2023, 11:35:13.145,NaN
4548, 2/9/2023, 11:35:13.270,NaN
4549, 2/9/2023, 11:35:13.395,-79.141
4550, 2/9/2023, 11:35:13.518,NaN
4551, 2/9/2023, 11:35:13.643,NaN
4552, 2/9/2023, 11:35:13.770,NaN
4553, 2/9/2023, 11:35:13.894,NaN
4554, 2/9/2023, 11:35:13.927,NaN
4555, 2/9/2023, 11:35:13.964,NaN
4556, 2/9/2023, 11:35:14.000,NaN
4557, 2/9/2023, 11:35:14.127,#NAME?
4558, 2/9/2023, 11:35:14.252,NaN
4559, 2/9/2023, 11:35:14.377,NaN
4560, 2/9/2023, 11:35:14.505,#NAME?
4561, 2/9/2023, 11:35:14.630,#NAME?
4562, 2/9/2023, 11:35:14.754,NaN
4563, 2/9/2023, 11:35:14.879,NaN
4564, 2/9/2023, 11:35:14.915,NaN
4565, 2/9/2023, 11:35:14.951,NaN
4566, 2/9/2023, 11:35:14.989,NaN
4567, 2/9/2023, 11:35:15.027,NaN
4568, 2/9/2023, 11:35:15.156,NaN
4569, 2/9/2023, 11:35:15.281,NaN
4570, 2/9/2023, 11:35:15.405,NaN
4571, 2/9/2023, 11:35:15.531,NaN
4572, 2/9/2023, 11:35:15.658,NaN
4573, 2/9/2023, 11:35:15.782,#NAME?
4574, 2/9/2023, 11:35:15.906,NaN
4575, 2/9/2023, 11:35:15.941,NaN
4576, 2/9/2023, 11:35:15.977,NaN
4577, 2/9/2023, 11:35:16.012,NaN
4578, 2/9/2023, 11:35:16.142,NaN
4579, 2/9/2023, 11:35:16.267,NaN
4580, 2/9/2023, 11:35:16.390,NaN
4581, 2/9/2023, 11:35:16.514,NaN
4582, 2/9/2023, 11:35:16.639,NaN
4583, 2/9/2023, 11:35:16.763,NaN
4584, 2/9/2023, 11:35:16.888,NaN
4585, 2/9/2023, 11:35:16.925,NaN
4586, 2/9/2023, 11:35:16.961,NaN
4587, 2/9/2023, 11:35:16.999,NaN
4588, 2/9/2023, 11:35:17.037,NaN
4589, 2/9/2023, 11:35:17.164,NaN
4590, 2/9/2023, 11:35:17.289,NaN
4591, 2/9/2023, 11:35:17.413,NaN
4592, 2/9/2023, 11:35:17.537,#NAME?
4593, 2/9/2023, 11:35:17.665,NaN
4594, 2/9/2023, 11:35:17.789,NaN
4595, 2/9/2023, 11:35:17.913,NaN
4596, 2/9/2023, 11:35:17.945,NaN
4597, 2/9/2023, 11:35:17.983,NaN
4598, 2/9/2023, 11:35:18.019,NaN
4599, 2/9/2023, 11:35:18.148,NaN
4600, 2/9/2023, 11:35:18.274,NaN
4601, 2/9/2023, 11:35:18.402,NaN
4602, 2/9/2023, 11:35:18.526,NaN
4603, 2/9/2023, 11:35:18.651,NaN
4604, 2/9/2023, 11:35:18.775,#NAME?
4605, 2/9/2023, 11:35:18.899,NaN
4606, 2/9/2023, 11:35:18.932,NaN
4607, 2/9/2023, 11:35:18.970,NaN
4608, 2/9/2023, 11:35:19.007,NaN
4609, 2/9/2023, 11:35:19.108,#NAME?
4610, 2/9/2023, 11:35:19.233,#NAME?
4611, 2/9/2023, 11:35:19.358,NaN
4612, 2/9/2023, 11:35:19.482,NaN
4613, 2/9/2023, 11:35:19.607,NaN
4614, 2/9/2023, 11:35:19.734,NaN
4615, 2/9/2023, 11:35:19.858,NaN
4616, 2/9/2023, 11:35:19.983,-83.639
4617, 2/9/2023, 11:35:20.015,NaN
4618, 2/9/2023, 11:35:20.145,NaN
4619, 2/9/2023, 11:35:20.268,NaN
4620, 2/9/2023, 11:35:20.393,NaN
4621, 2/9/2023, 11:35:20.518,NaN
4622, 2/9/2023, 11:35:20.643,NaN
4623, 2/9/2023, 11:35:20.767,NaN
4624, 2/9/2023, 11:35:20.893,NaN
4625, 2/9/2023, 11:35:20.926,NaN
4626, 2/9/2023, 11:35:20.962,NaN
4627, 2/9/2023, 11:35:20.999,NaN
4628, 2/9/2023, 11:35:21.036,NaN
4629, 2/9/2023, 11:35:21.136,-83.639
4630, 2/9/2023, 11:35:21.261,NaN
4631, 2/9/2023, 11:35:21.389,NaN
4632, 2/9/2023, 11:35:21.513,NaN
4633, 2/9/2023, 11:35:21.637,NaN
4634, 2/9/2023, 11:35:21.761,NaN
4635, 2/9/2023, 11:35:21.885,NaN
4636, 2/9/2023, 11:35:21.918,NaN
4637, 2/9/2023, 11:35:21.955,NaN
4638, 2/9/2023, 11:35:21.991,NaN
4639, 2/9/2023, 11:35:22.027,NaN
4640, 2/9/2023, 11:35:22.155,NaN
4641, 2/9/2023, 11:35:22.279,NaN
4642, 2/9/2023, 11:35:22.404,NaN
4643, 2/9/2023, 11:35:22.529,-79.141
4644, 2/9/2023, 11:35:22.653,NaN
4645, 2/9/2023, 11:35:22.778,NaN
4646, 2/9/2023, 11:35:22.903,NaN
4647, 2/9/2023, 11:35:22.939,NaN
4648, 2/9/2023, 11:35:22.975,NaN
4649, 2/9/2023, 11:35:23.014,NaN
4650, 2/9/2023, 11:35:23.143,NaN
4651, 2/9/2023, 11:35:23.269,NaN
4652, 2/9/2023, 11:35:23.394,NaN
4653, 2/9/2023, 11:35:23.518,NaN
4654, 2/9/2023, 11:35:23.642,NaN
4655, 2/9/2023, 11:35:23.765,NaN
4656, 2/9/2023, 11:35:23.889,-83.639
4657, 2/9/2023, 11:35:23.922,NaN
4658, 2/9/2023, 11:35:23.962,-79.141
4659, 2/9/2023, 11:35:24.000,NaN
4660, 2/9/2023, 11:35:24.126,#NAME?
4661, 2/9/2023, 11:35:24.250,-83.639
4662, 2/9/2023, 11:35:24.375,NaN
4663, 2/9/2023, 11:35:24.500,NaN
4664, 2/9/2023, 11:35:24.629,NaN
4665, 2/9/2023, 11:35:24.755,NaN
4666, 2/9/2023, 11:35:24.880,NaN
4667, 2/9/2023, 11:35:24.912,NaN
4668, 2/9/2023, 11:35:24.953,NaN
4669, 2/9/2023, 11:35:24.989,NaN
4670, 2/9/2023, 11:35:25.027,NaN
4671, 2/9/2023, 11:35:25.157,#NAME?
4672, 2/9/2023, 11:35:25.285,NaN
4673, 2/9/2023, 11:35:25.409,NaN
4674, 2/9/2023, 11:35:25.534,NaN
4675, 2/9/2023, 11:35:25.658,#NAME?
4676, 2/9/2023, 11:35:25.784,NaN
4677, 2/9/2023, 11:35:25.912,NaN
4678, 2/9/2023, 11:35:25.945,NaN
4679, 2/9/2023, 11:35:25.983,NaN
4680, 2/9/2023, 11:35:26.019,NaN
4681, 2/9/2023, 11:35:26.149,NaN
4682, 2/9/2023, 11:35:26.274,NaN
4683, 2/9/2023, 11:35:26.398,NaN
4684, 2/9/2023, 11:35:26.524,NaN
4685, 2/9/2023, 11:35:26.649,NaN
4686, 2/9/2023, 11:35:26.774,NaN
4687, 2/9/2023, 11:35:26.897,NaN
4688, 2/9/2023, 11:35:26.931,NaN
4689, 2/9/2023, 11:35:26.973,NaN
4690, 2/9/2023, 11:35:27.008,NaN
4691, 2/9/2023, 11:35:27.110,NaN
4692, 2/9/2023, 11:35:27.234,NaN
4693, 2/9/2023, 11:35:27.359,NaN
4694, 2/9/2023, 11:35:27.486,NaN
4695, 2/9/2023, 11:35:27.609,NaN
4696, 2/9/2023, 11:35:27.734,NaN
4697, 2/9/2023, 11:35:27.859,NaN
4698, 2/9/2023, 11:35:27.982,NaN
4699, 2/9/2023, 11:35:28.019,NaN
4700, 2/9/2023, 11:35:28.145,NaN
4701, 2/9/2023, 11:35:28.270,NaN
4702, 2/9/2023, 11:35:28.394,#NAME?
4703, 2/9/2023, 11:35:28.523,NaN
4704, 2/9/2023, 11:35:28.647,#NAME?
4705, 2/9/2023, 11:35:28.772,#NAME?
4706, 2/9/2023, 11:35:28.897,NaN
4707, 2/9/2023, 11:35:28.930,NaN
4708, 2/9/2023, 11:35:28.966,NaN
4709, 2/9/2023, 11:35:29.007,NaN
4710, 2/9/2023, 11:35:29.107,NaN
4711, 2/9/2023, 11:35:29.232,NaN
4712, 2/9/2023, 11:35:29.359,NaN
4713, 2/9/2023, 11:35:29.484,NaN
4714, 2/9/2023, 11:35:29.609,NaN
4715, 2/9/2023, 11:35:29.733,NaN
4716, 2/9/2023, 11:35:29.859,NaN
4717, 2/9/2023, 11:35:29.983,NaN
4718, 2/9/2023, 11:35:30.016,NaN
4719, 2/9/2023, 11:35:30.145,NaN
4720, 2/9/2023, 11:35:30.274,NaN
4721, 2/9/2023, 11:35:30.399,NaN
4722, 2/9/2023, 11:35:30.523,#NAME?
4723, 2/9/2023, 11:35:30.648,NaN
4724, 2/9/2023, 11:35:30.772,NaN
4725, 2/9/2023, 11:35:30.899,-83.639
4726, 2/9/2023, 11:35:30.932,NaN
4727, 2/9/2023, 11:35:30.971,-79.141
4728, 2/9/2023, 11:35:31.010,NaN
4729, 2/9/2023, 11:35:31.137,NaN
4730, 2/9/2023, 11:35:31.262,#NAME?
4731, 2/9/2023, 11:35:31.387,#NAME?
4732, 2/9/2023, 11:35:31.512,#NAME?
4733, 2/9/2023, 11:35:31.638,NaN
4734, 2/9/2023, 11:35:31.764,NaN
4735, 2/9/2023, 11:35:31.888,#NAME?
4736, 2/9/2023, 11:35:31.922,NaN
4737, 2/9/2023, 11:35:31.961,NaN
4738, 2/9/2023, 11:35:31.996,NaN
4739, 2/9/2023, 11:35:32.034,NaN
4740, 2/9/2023, 11:35:32.164,NaN
4741, 2/9/2023, 11:35:32.289,NaN
4742, 2/9/2023, 11:35:32.416,NaN
4743, 2/9/2023, 11:35:32.540,#NAME?
4744, 2/9/2023, 11:35:32.665,NaN
4745, 2/9/2023, 11:35:32.790,NaN
4746, 2/9/2023, 11:35:32.914,NaN
4747, 2/9/2023, 11:35:32.947,NaN
4748, 2/9/2023, 11:35:32.986,NaN
4749, 2/9/2023, 11:35:33.026,NaN
4750, 2/9/2023, 11:35:33.155,NaN
4751, 2/9/2023, 11:35:33.282,NaN
4752, 2/9/2023, 11:35:33.406,NaN
4753, 2/9/2023, 11:35:33.531,NaN
4754, 2/9/2023, 11:35:33.655,#NAME?
4755, 2/9/2023, 11:35:33.780,NaN
4756, 2/9/2023, 11:35:33.904,NaN
4757, 2/9/2023, 11:35:33.938,NaN
4758, 2/9/2023, 11:35:33.976,NaN
4759, 2/9/2023, 11:35:34.014,NaN
4760, 2/9/2023, 11:35:34.143,NaN
4761, 2/9/2023, 11:35:34.267,NaN
4762, 2/9/2023, 11:35:34.391,NaN
4763, 2/9/2023, 11:35:34.515,NaN
4764, 2/9/2023, 11:35:34.642,NaN
4765, 2/9/2023, 11:35:34.766,NaN
4766, 2/9/2023, 11:35:34.892,#NAME?
4767, 2/9/2023, 11:35:34.925,NaN
4768, 2/9/2023, 11:35:34.962,NaN
4769, 2/9/2023, 11:35:34.999,NaN
4770, 2/9/2023, 11:35:35.037,NaN
4771, 2/9/2023, 11:35:35.167,NaN
4772, 2/9/2023, 11:35:35.293,NaN
4773, 2/9/2023, 11:35:35.417,NaN
4774, 2/9/2023, 11:35:35.542,NaN
4775, 2/9/2023, 11:35:35.666,NaN
4776, 2/9/2023, 11:35:35.790,NaN
4777, 2/9/2023, 11:35:35.915,NaN
4778, 2/9/2023, 11:35:35.948,NaN
4779, 2/9/2023, 11:35:35.987,NaN
4780, 2/9/2023, 11:35:36.025,-76.98
4781, 2/9/2023, 11:35:36.128,NaN
4782, 2/9/2023, 11:35:36.252,NaN
4783, 2/9/2023, 11:35:36.377,#NAME?
4784, 2/9/2023, 11:35:36.501,-73.602
4785, 2/9/2023, 11:35:36.625,NaN
4786, 2/9/2023, 11:35:36.749,NaN
4787, 2/9/2023, 11:35:36.875,NaN
4788, 2/9/2023, 11:35:36.908,NaN
4789, 2/9/2023, 11:35:36.946,NaN
4790, 2/9/2023, 11:35:36.987,NaN
4791, 2/9/2023, 11:35:37.027,NaN
4792, 2/9/2023, 11:35:37.158,NaN
4793, 2/9/2023, 11:35:37.282,NaN
4794, 2/9/2023, 11:35:37.407,-83.639
4795, 2/9/2023, 11:35:37.532,NaN
4796, 2/9/2023, 11:35:37.656,NaN
4797, 2/9/2023, 11:35:37.784,NaN
4798, 2/9/2023, 11:35:37.908,NaN
4799, 2/9/2023, 11:35:37.941,NaN
4800, 2/9/2023, 11:35:37.984,NaN
4801, 2/9/2023, 11:35:38.023,NaN
4802, 2/9/2023, 11:35:38.128,NaN
4803, 2/9/2023, 11:35:38.253,NaN
4804, 2/9/2023, 11:35:38.377,NaN
4805, 2/9/2023, 11:35:38.502,NaN
4806, 2/9/2023, 11:35:38.626,NaN
4807, 2/9/2023, 11:35:38.752,NaN
4808, 2/9/2023, 11:35:38.878,NaN
4809, 2/9/2023, 11:35:38.911,NaN
4810, 2/9/2023, 11:35:38.955,NaN
4811, 2/9/2023, 11:35:38.994,NaN
4812, 2/9/2023, 11:35:39.038,NaN
4813, 2/9/2023, 11:35:39.168,NaN
4814, 2/9/2023, 11:35:39.292,NaN
4815, 2/9/2023, 11:35:39.417,NaN
4816, 2/9/2023, 11:35:39.543,NaN
4817, 2/9/2023, 11:35:39.668,NaN
4818, 2/9/2023, 11:35:39.795,NaN
4819, 2/9/2023, 11:35:39.921,#NAME?
4820, 2/9/2023, 11:35:39.953,NaN
4821, 2/9/2023, 11:35:39.994,NaN
4822, 2/9/2023, 11:35:40.036,NaN
4823, 2/9/2023, 11:35:40.139,#NAME?
4824, 2/9/2023, 11:35:40.263,NaN
4825, 2/9/2023, 11:35:40.389,NaN
4826, 2/9/2023, 11:35:40.513,NaN
4827, 2/9/2023, 11:35:40.637,NaN
4828, 2/9/2023, 11:35:40.761,NaN
4829, 2/9/2023, 11:35:40.888,NaN
4830, 2/9/2023, 11:35:40.922,NaN
4831, 2/9/2023, 11:35:40.961,NaN
4832, 2/9/2023, 11:35:41.002,NaN
4833, 2/9/2023, 11:35:41.133,NaN
4834, 2/9/2023, 11:35:41.260,NaN
4835, 2/9/2023, 11:35:41.385,#NAME?
4836, 2/9/2023, 11:35:41.510,-83.639
4837, 2/9/2023, 11:35:41.635,NaN
4838, 2/9/2023, 11:35:41.760,#NAME?
4839, 2/9/2023, 11:35:41.884,NaN
4840, 2/9/2023, 11:35:41.920,NaN
4841, 2/9/2023, 11:35:41.956,NaN
4842, 2/9/2023, 11:35:41.998,NaN
4843, 2/9/2023, 11:35:42.038,NaN
4844, 2/9/2023, 11:35:42.141,NaN
4845, 2/9/2023, 11:35:42.266,NaN
4846, 2/9/2023, 11:35:42.390,NaN
4847, 2/9/2023, 11:35:42.515,NaN
4848, 2/9/2023, 11:35:42.639,-76.98
4849, 2/9/2023, 11:35:42.764,NaN
4850, 2/9/2023, 11:35:42.889,#NAME?
4851, 2/9/2023, 11:35:42.922,NaN
4852, 2/9/2023, 11:35:42.965,NaN
4853, 2/9/2023, 11:35:43.005,NaN
4854, 2/9/2023, 11:35:43.108,-81.39
4855, 2/9/2023, 11:35:43.233,NaN
4856, 2/9/2023, 11:35:43.361,#NAME?
4857, 2/9/2023, 11:35:43.485,NaN
4858, 2/9/2023, 11:35:43.610,NaN
4859, 2/9/2023, 11:35:43.734,#NAME?
4860, 2/9/2023, 11:35:43.859,NaN
4861, 2/9/2023, 11:35:43.983,NaN
4862, 2/9/2023, 11:35:44.018,NaN
4863, 2/9/2023, 11:35:44.119,NaN
4864, 2/9/2023, 11:35:44.243,NaN
4865, 2/9/2023, 11:35:44.370,#NAME?
4866, 2/9/2023, 11:35:44.496,-83.639
4867, 2/9/2023, 11:35:44.624,NaN
4868, 2/9/2023, 11:35:44.749,#NAME?
4869, 2/9/2023, 11:35:44.873,NaN
4870, 2/9/2023, 11:35:44.905,NaN
4871, 2/9/2023, 11:35:44.944,NaN
4872, 2/9/2023, 11:35:44.987,NaN
4873, 2/9/2023, 11:35:45.023,NaN
4874, 2/9/2023, 11:35:45.125,NaN
4875, 2/9/2023, 11:35:45.250,NaN
4876, 2/9/2023, 11:35:45.378,NaN
4877, 2/9/2023, 11:35:45.504,NaN
4878, 2/9/2023, 11:35:45.631,NaN
4879, 2/9/2023, 11:35:45.757,NaN
4880, 2/9/2023, 11:35:45.881,#NAME?
4881, 2/9/2023, 11:35:45.914,NaN
4882, 2/9/2023, 11:35:45.955,NaN
4883, 2/9/2023, 11:35:45.994,-83.639
4884, 2/9/2023, 11:35:46.034,NaN
4885, 2/9/2023, 11:35:46.135,NaN
4886, 2/9/2023, 11:35:46.260,NaN
4887, 2/9/2023, 11:35:46.384,NaN
4888, 2/9/2023, 11:35:46.509,NaN
4889, 2/9/2023, 11:35:46.636,NaN
4890, 2/9/2023, 11:35:46.760,NaN
4891, 2/9/2023, 11:35:46.885,NaN
4892, 2/9/2023, 11:35:46.919,NaN
4893, 2/9/2023, 11:35:46.958,NaN
4894, 2/9/2023, 11:35:47.000,NaN
4895, 2/9/2023, 11:35:47.127,#NAME?
4896, 2/9/2023, 11:35:47.252,NaN
4897, 2/9/2023, 11:35:47.377,NaN
4898, 2/9/2023, 11:35:47.501,NaN
4899, 2/9/2023, 11:35:47.627,NaN
4900, 2/9/2023, 11:35:47.752,NaN
4901, 2/9/2023, 11:35:47.876,NaN
4902, 2/9/2023, 11:35:47.910,NaN
4903, 2/9/2023, 11:35:47.951,NaN
4904, 2/9/2023, 11:35:47.993,NaN
4905, 2/9/2023, 11:35:48.033,NaN
4906, 2/9/2023, 11:35:48.135,NaN
4907, 2/9/2023, 11:35:48.259,NaN
4908, 2/9/2023, 11:35:48.384,-76.98
4909, 2/9/2023, 11:35:48.509,NaN
4910, 2/9/2023, 11:35:48.634,NaN
4911, 2/9/2023, 11:35:48.758,NaN
4912, 2/9/2023, 11:35:48.884,NaN
4913, 2/9/2023, 11:35:48.917,NaN
4914, 2/9/2023, 11:35:48.961,NaN
4915, 2/9/2023, 11:35:49.001,NaN
4916, 2/9/2023, 11:35:49.106,NaN
4917, 2/9/2023, 11:35:49.230,NaN
4918, 2/9/2023, 11:35:49.355,#NAME?
4919, 2/9/2023, 11:35:49.479,NaN
4920, 2/9/2023, 11:35:49.606,#NAME?
4921, 2/9/2023, 11:35:49.730,NaN
4922, 2/9/2023, 11:35:49.858,NaN
4923, 2/9/2023, 11:35:49.984,NaN
4924, 2/9/2023, 11:35:50.018,NaN
4925, 2/9/2023, 11:35:50.120,NaN
4926, 2/9/2023, 11:35:50.244,-79.141
4927, 2/9/2023, 11:35:50.369,NaN
4928, 2/9/2023, 11:35:50.497,NaN
4929, 2/9/2023, 11:35:50.621,NaN
4930, 2/9/2023, 11:35:50.745,NaN
4931, 2/9/2023, 11:35:50.870,NaN
4932, 2/9/2023, 11:35:50.904,NaN
4933, 2/9/2023, 11:35:50.944,NaN
4934, 2/9/2023, 11:35:50.986,NaN
4935, 2/9/2023, 11:35:51.024,NaN
4936, 2/9/2023, 11:35:51.126,NaN
4937, 2/9/2023, 11:35:51.251,NaN
4938, 2/9/2023, 11:35:51.375,#NAME?
4939, 2/9/2023, 11:35:51.500,NaN
4940, 2/9/2023, 11:35:51.626,NaN
4941, 2/9/2023, 11:35:51.750,NaN
4942, 2/9/2023, 11:35:51.875,NaN
4943, 2/9/2023, 11:35:51.908,NaN
4944, 2/9/2023, 11:35:51.952,NaN
4945, 2/9/2023, 11:35:51.993,NaN
4946, 2/9/2023, 11:35:52.033,NaN
4947, 2/9/2023, 11:35:52.134,NaN
4948, 2/9/2023, 11:35:52.259,NaN
4949, 2/9/2023, 11:35:52.384,NaN
4950, 2/9/2023, 11:35:52.509,NaN
4951, 2/9/2023, 11:35:52.638,#NAME?
4952, 2/9/2023, 11:35:52.764,NaN
4953, 2/9/2023, 11:35:52.888,NaN
4954, 2/9/2023, 11:35:52.922,NaN
4955, 2/9/2023, 11:35:52.962,NaN
4956, 2/9/2023, 11:35:53.001,NaN
4957, 2/9/2023, 11:35:53.102,NaN
4958, 2/9/2023, 11:35:53.226,NaN
4959, 2/9/2023, 11:35:53.349,NaN
4960, 2/9/2023, 11:35:53.474,#NAME?
4961, 2/9/2023, 11:35:53.601,NaN
4962, 2/9/2023, 11:35:53.727,#NAME?
4963, 2/9/2023, 11:35:53.853,NaN
4964, 2/9/2023, 11:35:53.978,NaN
